NACE Rev. 2.1 – Vollbaum · Framework v7 · Supplier-centric · Kunden-Perspektive;;;;;;;;;;;;;;;;
Alle Klassen = Anbieter · C2+C3 = Perspektive der Kunden dieser Anbieter · C5=K.O. (kein Scoring-Kriterium mehr);;;;;;;;;;;;;;;;
Blau = vom Nutzer aenderbar · Score-Formel in Spalte M · K.O.-Flag in Spalte P;;;;;;;;;;;;;;;;
Abschn.;Abt.;Gruppe;Klasse;Bezeichnung (EN);"Aktivitaet
(Kurzform DE)";"C1
Projekt-
spez.
(1-3)";"C2
Markt-
transp.
(1-3)";"C3
Kunden-
profil
(1-3)";"C4
Supplier
Fragm.
(1-3)";"C6
Markt-
groesse
(1-3)";"C7
Kein
Matching
(1-3)";"Score
/10";Ampel;Empfehlung;"K.O.-
Flag";Hinweis / Kunden-Perspektive
E;36;36.0;36.00;Water collection, treatment and supply;;3;2;2;2;2;2;7,5;HI;Prio 2 GUT;WARNUNG;Wasser: Kunden sind Industrie (privat) oder Kommunen (oeffentl.) | WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Wasseraufbereitung: teils oeffentlich
;Abt. 37;;;;;;;;;;;;;;;
E;37;37.0;37.00;Sewerage;;3;2;2;2;2;2;7,5;HI;Prio 2 GUT;WARNUNG;Abwasser: wie Wasser | WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Klaeranlage: industriell privat
;Abt. 38;;;;;;;;;;;;;;;
E;38;38.1;38.11;Collection of non-hazardous waste;;1;1;1;2;2;2;4,6;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Abfallsammlung
E;38;38.1;38.12;Collection of hazardous waste;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Sonderabfall: Engineering
E;38;38.2;38.21;Treatment and disposal of non-hazardous waste;;3;2;2;2;2;2;7,5;HI;Prio 2 GUT;WARNUNG;Waste-to-Energy: Kunden teils Kommunen/teils Industrie | WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Waste-to-Energy
E;38;38.2;38.22;Treatment and disposal of hazardous waste;;3;3;3;3;2;2;9,2;HI;Prio 1 TOP;;Sonderabfall: Kunden haben selten Erfahrung, sehr speziell | Gef. Abfall: sehr spezialisiert
E;38;38.3;38.31;Dismantling of wrecks;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Abwrackung
E;38;38.3;38.32;Recovery of sorted materials;;3;3;3;3;2;3;9,7;HI;Prio 1 TOP;;Recycling-Anlagen: Kunden sind Einzel-Investoren ohne Erfahrung | Recycling-Anlage: Circular Economy
;Abt. 39;;;;;;;;;;;;;;;
E;39;39.0;39.00;Remediation activities and other waste management services;;3;3;3;3;2;2;9,2;HI;Prio 1 TOP;;Bodensanierung: Kunden sind Unternehmen/Kommunen, Einmal-Projekt | Bodensanierung: spezialisierte Supplier
ABSCHNITT F – Construction;;;;;;;;;;;;;;;;
;Abt. 41;;;;;;;;;;;;;;;
F;41;41.1;41.10;Development of building projects;;2;3;3;2;2;2;7,9;HI;Prio 2 GUT;;Projektentwicklung: Kunden sind Investoren ohne Engineering-Netzwerk | Projektentwickler als Buyer
F;41;41.2;41.20;Construction of residential and non-residential buildings;;3;2;2;2;3;2;7,8;HI;Prio 2 GUT;;Industriebau: Kunden gelegentlich | Industriebau: privat, aber GU-Vergabe dominiert
;Abt. 42;;;;;;;;;;;;;;;
F;42;42.1;42.11;Construction of roads and motorways;;2;1;1;1;3;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
F;42;42.1;42.12;Construction of railways and underground railways;;2;1;1;1;3;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
F;42;42.1;42.13;Construction of bridges and tunnels;;2;1;1;1;3;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
F;42;42.2;42.21;Construction of utility projects for fluids;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Leitungsbau: teils privat
F;42;42.2;42.22;Construction of utility projects for electricity and telecommunications;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Energienetz: teils privat
F;42;42.9;42.91;Construction of water projects;;2;1;1;1;2;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
F;42;42.9;42.99;Construction of other civil engineering projects n.e.c.;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Sonstiger Tiefbau
;Abt. 43;;;;;;;;;;;;;;;
F;43;43.1;43.11;Demolition;;1;2;2;2;2;2;5,8;MID;Pruefen;;Abbruch
F;43;43.1;43.12;Site preparation;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Baustellenvorbereitung
F;43;43.1;43.13;Test drilling and boring;;2;3;3;3;2;2;8,4;HI;Prio 1 TOP;;Geotechnik: Kunden selten | Geotechnik: Spezial-Supplier
F;43;43.2;43.21;Electrical installation;;3;3;3;3;3;3;10,0;HI;Prio 1 TOP;;Elektroinstallation Industrie: Kunden sind Industrieunternehmen mit seltenen Projekten – KERN | KERN: Elektro-Systemintegratoren
F;43;43.2;43.22;Plumbing, heat and air-conditioning installation;;3;3;3;3;3;3;10,0;HI;Prio 1 TOP;;HVAC/Kaelte: Kunden wie 43.21 – KERN | KERN: HVAC/Kaelte-Engineering
F;43;43.2;43.29;Other construction installation n.e.c.;;3;3;3;3;3;3;10,0;HI;Prio 1 TOP;;Reinrauminstallation: Kunden haben kaum Erfahrung – KERN | KERN: Reinrauminstallation, Spezialsysteme
F;43;43.3;43.31;Plastering;;1;2;2;2;2;2;5,8;MID;Pruefen;;Putz: geringe Spezifikation
F;43;43.3;43.32;Joinery installation;;1;2;2;2;2;2;5,8;MID;Pruefen;;Tischlerei
F;43;43.3;43.33;Floor and wall covering;;1;2;2;2;2;2;5,8;MID;Pruefen;;Bodenbelaege
F;43;43.3;43.34;Painting and glazing;;1;1;1;2;1;2;4,3;MID;Pruefen;;Malen/Verglasen
F;43;43.3;43.39;Other building completion and finishing;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Reinraum-Finishing
F;43;43.9;43.91;Roofing activities;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Dach: Solar-Installation
F;43;43.9;43.99;Other specialised construction activities n.e.c.;;2;2;2;3;2;2;7,2;HI;Prio 2 GUT;;Spezialtiefbau, Windkraft-Fundamente
ABSCHNITT G – Wholesale and Retail Trade;;;;;;;;;;;;;;;;
;Abt. 46;;;;;;;;;;;;;;;
G;46;46.1;46.11;Agents in agricultural raw materials, live animals, etc.;;1;1;1;1;1;2;3,8;LO;Niedrig;;Agrarenhandel: Beschaffungsprojekte
G;46;46.1;46.12;Agents in fuels, ores, metals and industrial chemicals;;1;1;1;1;1;2;3,8;LO;Niedrig;;Rohstoffhandel
G;46;46.1;46.13;Agents in timber and building materials;;1;1;1;1;1;2;3,8;LO;Niedrig;;Baumaterialhandel
G;46;46.1;46.14;Agents in machinery, industrial equipment, ships and aircraft;;1;2;2;2;2;2;5,8;MID;Pruefen;;Maschinenhandel: Kunden teils Einzel-Beschaffung | Maschinenhandel: potenziell Beschaffungskanal
G;46;46.1;46.15;Agents in furniture, household goods, hardware and ironmongery;;1;1;1;1;1;2;3,8;LO;Niedrig;;Moebelhandel
G;46;46.1;46.16;Agents in textiles, clothing, fur, footwear and leather goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Textilhandel
G;46;46.1;46.17;Agents in food, beverages and tobacco;;1;1;1;1;1;2;3,8;LO;Niedrig;;Lebensmittelhandel
G;46;46.1;46.18;Agents specialised in the sale of other particular products;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstige Handelsvertreter
G;46;46.1;46.19;Agents in the sale of a variety of goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Allg. Handelsvertreter
G;46;46.2;46.21;Wholesale of grain, unmanufactured tobacco, seeds and animal feeds;;1;1;1;1;1;2;3,8;LO;Niedrig;;Getreidehandel
G;46;46.2;46.22;Wholesale of flowers and plants;;1;1;1;1;1;2;3,8;LO;Niedrig;;Blumenhandel
G;46;46.2;46.23;Wholesale of live animals;;1;1;1;1;1;2;3,8;LO;Niedrig;;Tierhandel
G;46;46.2;46.24;Wholesale of hides, skins and leather;;1;1;1;1;1;2;3,8;LO;Niedrig;;Lederhandel
G;46;46.3;46.31;Wholesale of fruit and vegetables;;1;1;1;1;1;2;3,8;LO;Niedrig;;Obsthandel
G;46;46.3;46.32;Wholesale of meat and meat products;;1;1;1;1;1;2;3,8;LO;Niedrig;;Fleischhandel
G;46;46.3;46.33;Wholesale of dairy products, eggs and edible oils and fats;;1;1;1;1;1;2;3,8;LO;Niedrig;;Milchhandel
G;46;46.3;46.34;Wholesale of beverages;;1;1;1;1;1;2;3,8;LO;Niedrig;;Getraenkehandel
G;46;46.3;46.35;Wholesale of tobacco products;;1;1;1;1;1;2;3,8;LO;Niedrig;;Tabakhandel
G;46;46.3;46.36;Wholesale of sugar and chocolate and sugar confectionery;;1;1;1;1;1;2;3,8;LO;Niedrig;;Suesswarenhandel
G;46;46.3;46.37;Wholesale of coffee, tea, cocoa and spices;;1;1;1;1;1;2;3,8;LO;Niedrig;;Kaffeehandel
G;46;46.3;46.38;Wholesale of other food, including fish, crustaceans and molluscs;;1;1;1;1;1;2;3,8;LO;Niedrig;;Lebensmittelgrosshandel
G;46;46.3;46.39;Non-specialised wholesale of food, beverages and tobacco;;1;1;1;1;1;2;3,8;LO;Niedrig;;Allg. Lebensmittelgrosshandel
G;46;46.4;46.41;Wholesale of textiles;;1;1;1;1;1;2;3,8;LO;Niedrig;;Textilgrosshandel
G;46;46.4;46.42;Wholesale of clothing and footwear;;1;1;1;1;1;2;3,8;LO;Niedrig;;Bekleidungsgrosshandel
G;46;46.4;46.43;Wholesale of electrical household appliances;;1;1;1;1;1;2;3,8;LO;Niedrig;;Elektrogrosshandel
G;46;46.4;46.44;Wholesale of china and glassware and cleaning materials;;1;1;1;1;1;2;3,8;LO;Niedrig;;Haushaltswarengrosshandel
G;46;46.4;46.45;Wholesale of perfume and cosmetics;;1;1;1;1;1;2;3,8;LO;Niedrig;;Kosmetikgrosshandel
G;46;46.4;46.46;Wholesale of pharmaceutical goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Pharmgrosshandel
G;46;46.4;46.47;Wholesale of furniture, carpets and lighting equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Mobelgrosshandel
G;46;46.4;46.48;Wholesale of watches and jewellery;;1;1;1;1;1;2;3,8;LO;Niedrig;;Uhrengrosshandel
G;46;46.4;46.49;Wholesale of other household goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Haushaltsgrosshandel
G;46;46.5;46.51;Wholesale of computers, computer peripheral equipment and software;;1;1;1;1;1;2;3,8;LO;Niedrig;;IT-Grosshandel
G;46;46.5;46.52;Wholesale of electronic and telecommunications equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Elektronikgrosshandel
G;46;46.6;46.61;Wholesale of agricultural machinery, equipment and supplies;;1;1;1;2;1;2;4,3;MID;Pruefen;;Agrarmaschinengrosshandel
G;46;46.6;46.62;Wholesale of machine tools;;1;1;1;2;1;2;4,3;MID;Pruefen;;Werkzeugmaschinengrosshandel
G;46;46.6;46.63;Wholesale of mining, construction and civil engineering machinery;;1;1;1;2;1;2;4,3;MID;Pruefen;;Baumaschinengrosshandel
G;46;46.6;46.64;Wholesale of machinery for textile industry and sewing/knitting;;1;1;1;2;1;2;4,3;MID;Pruefen;;Textilmaschinengrosshandel
G;46;46.6;46.65;Wholesale of office furniture;;1;1;1;1;1;2;3,8;LO;Niedrig;;Bueromoebelhandel
G;46;46.6;46.66;Wholesale of other office machinery and equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Bueromaschinenhandel
G;46;46.6;46.69;Wholesale of other machinery and equipment;;1;1;1;2;1;2;4,3;MID;Pruefen;;Sonstiger Maschinenhandel
G;46;46.7;46.71;Wholesale of solid, liquid and gaseous fuels;;1;1;1;1;1;2;3,8;LO;Niedrig;;Energiehandel
G;46;46.7;46.72;Wholesale of metals and metal ores;;1;1;1;1;1;2;3,8;LO;Niedrig;;Metallhandel
G;46;46.7;46.73;Wholesale of wood, construction materials and sanitary equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Baustoffhandel
G;46;46.7;46.74;Wholesale of hardware, plumbing and heating equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Installateursbedarf
G;46;46.7;46.75;Wholesale of chemical products;;1;1;1;1;1;2;3,8;LO;Niedrig;;Chemiehandel
G;46;46.7;46.76;Wholesale of other intermediate products;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstiger Vorprodukthandel
G;46;46.7;46.77;Wholesale of waste and scrap;;1;1;1;1;1;2;3,8;LO;Niedrig;;Schrotthandel
G;46;46.9;46.90;Non-specialised wholesale trade;;1;1;1;1;1;2;3,8;LO;Niedrig;;Allg. Grosshandel
;Abt. 47;;;;;;;;;;;;;;;
G;47;47.1;47.11;Retail sale in non-specialised stores with food, beverages or tobacco;;1;1;1;1;1;2;3,8;LO;Niedrig;;Supermarkt
G;47;47.1;47.19;Other retail sale in non-specialised stores;;1;1;1;1;1;2;3,8;LO;Niedrig;;Kaufhaus
G;47;47.2;47.21;Retail sale of fruit and vegetables;;1;1;1;1;1;2;3,8;LO;Niedrig;;Gemusehandel
G;47;47.2;47.22;Retail sale of meat and meat products;;1;1;1;1;1;2;3,8;LO;Niedrig;;Fleischer
G;47;47.2;47.23;Retail sale of fish, crustaceans and molluscs;;1;1;1;1;1;2;3,8;LO;Niedrig;;Fischhandel
G;47;47.2;47.24;Retail sale of bread, cakes, flour confectionery;;1;1;1;1;1;2;3,8;LO;Niedrig;;Baeckerei
G;47;47.2;47.25;Retail sale of beverages;;1;1;1;1;1;2;3,8;LO;Niedrig;;Getraenkehandel
G;47;47.2;47.26;Retail sale of tobacco products;;1;1;1;1;1;2;3,8;LO;Niedrig;;Tabakhandel
G;47;47.2;47.29;Other retail sale of food;;1;1;1;1;1;2;3,8;LO;Niedrig;;Lebensmittelhandel
G;47;47.3;47.30;Retail sale of automotive fuel;;1;2;2;1;1;2;5,1;MID;Pruefen;;Tankstelle: EV-Umruest. durch Betreiber | Tankstelle
G;47;47.4;47.41;Retail sale of computers, peripheral units and software;;1;1;1;1;1;2;3,8;LO;Niedrig;;Computerhandel
G;47;47.4;47.42;Retail sale of telecommunications equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Telekomhandel
G;47;47.4;47.43;Retail sale of audio and video equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Elektronikhandel
G;47;47.5;47.51;Retail sale of textiles;;1;1;1;1;1;2;3,8;LO;Niedrig;;Textilhandel
G;47;47.5;47.52;Retail sale of hardware, paints and glass;;1;1;1;1;1;2;3,8;LO;Niedrig;;Baumarkt
G;47;47.5;47.53;Retail sale of carpets, rugs, wall and floor coverings;;1;1;1;1;1;2;3,8;LO;Niedrig;;Bodenbelaege
G;47;47.5;47.54;Retail sale of electrical household appliances;;1;1;1;1;1;2;3,8;LO;Niedrig;;Elektrohandel
G;47;47.5;47.59;Retail sale of furniture, lighting equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Moebelhandel
G;47;47.6;47.61;Retail sale of books;;1;1;1;1;1;2;3,8;LO;Niedrig;;Buchhandel
G;47;47.6;47.62;Retail sale of newspapers and stationery;;1;1;1;1;1;2;3,8;LO;Niedrig;;Zeitungshandel
G;47;47.6;47.63;Retail sale of music and video recordings;;1;1;1;1;1;2;3,8;LO;Niedrig;;Medienhandel
G;47;47.6;47.64;Retail sale of sporting equipment;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sporthandel
G;47;47.6;47.65;Retail sale of games and toys;;1;1;1;1;1;2;3,8;LO;Niedrig;;Spielzeughandel
G;47;47.7;47.71;Retail sale of clothing;;1;1;1;1;1;2;3,8;LO;Niedrig;;Bekleidungshandel
G;47;47.7;47.72;Retail sale of footwear and leather goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Schuhhandel
G;47;47.7;47.73;Dispensing chemist;;1;1;1;1;1;2;3,8;LO;Niedrig;;Apotheke
G;47;47.7;47.74;Retail sale of medical and orthopaedic goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Medizinbedarf
G;47;47.7;47.75;Retail sale of cosmetic and toilet articles;;1;1;1;1;1;2;3,8;LO;Niedrig;;Kosmetikhandel
G;47;47.7;47.76;Retail sale of flowers, plants, seeds, fertilisers, pet animals;;1;1;1;1;1;2;3,8;LO;Niedrig;;Blumenhandel
G;47;47.7;47.77;Retail sale of watches and jewellery;;1;1;1;1;1;2;3,8;LO;Niedrig;;Uhrenhandel
G;47;47.7;47.78;Other retail sale of new goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstiger Einzelhandel
G;47;47.7;47.79;Retail sale of second-hand goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Gebrauchtwarenhandel
G;47;47.8;47.81;Retail sale via stalls and markets of food, beverages and tobacco;;1;1;1;1;1;2;3,8;LO;Niedrig;;Markthandel
G;47;47.8;47.82;Retail sale via stalls and markets of textiles, clothing;;1;1;1;1;1;2;3,8;LO;Niedrig;;Markthandel Textil
G;47;47.8;47.89;Retail sale via stalls and markets of other goods;;1;1;1;1;1;2;3,8;LO;Niedrig;;Markthandel sonstiges
G;47;47.9;47.91;Retail sale via mail order houses or via internet;;1;2;2;1;1;2;5,1;MID;Pruefen;;E-Commerce: Kunden teils Einzel-Fulfillment-Projekt | Versandhandel
G;47;47.9;47.99;Other retail sale not in stores, stalls or markets;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstiger Versandhandel
ABSCHNITT H – Transportation and Storage;;;;;;;;;;;;;;;;
;Abt. 49;;;;;;;;;;;;;;;
H;49;49.1;49.10;Passenger rail transport, interurban;;2;1;1;1;2;2;0,0;KO;AUSGESCHLOSSEN;KO;AUSGESCHLOSSEN: Vollstaendig oeffentliches Vergaberecht
H;49;49.2;49.20;Freight rail transport;;2;1;1;1;2;2;4,9;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Gueterbahn: Netz-Projekte
H;49;49.3;49.31;Urban and suburban passenger land transport;;2;1;1;1;2;2;4,9;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | OEPNV: oeffentlich
H;49;49.3;49.32;Taxi operation;;1;1;1;1;1;2;3,8;LO;Niedrig;;Taxi
H;49;49.3;49.39;Other passenger land transport n.e.c.;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstige Personenbef.
H;49;49.4;49.41;Freight transport by road;;1;2;2;1;1;2;5,1;MID;Pruefen;;Strassengueterverkehr
H;49;49.4;49.42;Removal services;;1;1;1;1;1;2;3,8;LO;Niedrig;;Umzugsdienstleister
H;49;49.5;49.50;Transport via pipeline;;3;3;3;2;2;2;8,7;HI;Prio 1 TOP;;Pipeline: Kunden sind Energieversorger, Einzel-Projekte | Pipeline-Engineering: Wasserstoff/Energie
;Abt. 50;;;;;;;;;;;;;;;
H;50;50.1;50.10;Sea and coastal passenger water transport;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Personenschifffahrt
H;50;50.2;50.20;Sea and coastal freight water transport;;2;2;2;1;2;2;6,2;MID;Prio 2 GUT;;Gueterschifffahrt: Hafen-Projekte
H;50;50.3;50.30;Inland passenger water transport;;2;1;1;2;1;2;5,2;MID;Pruefen;;Binnenschifffahrt
H;50;50.4;50.40;Inland freight water transport;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Binnenguetertransport
;Abt. 51;;;;;;;;;;;;;;;
H;51;51.1;51.10;Passenger air transport;;2;1;1;1;2;2;4,9;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Luftfahrt: PSL dominiert
H;51;51.2;51.21;Freight air transport;;2;1;1;1;2;2;4,9;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Luftfracht
H;51;51.2;51.22;Space transport;;3;3;3;2;1;2;8,5;HI;Prio 1 TOP;;Raumfahrt: Kunden sind ESA/Raumfahrtunternehmen, sehr selten | Raumfahrt: komplex, kleiner Markt
;Abt. 52;;;;;;;;;;;;;;;
H;52;52.1;52.10;Warehousing and storage;;3;3;3;3;3;3;10,0;HI;Prio 1 TOP;;Lagerlogistik Engineering: Kunden sind E-Commerce/Industrie, Einmal-Projekt | Logistikzentrum-Engineering: Einmal-Buyer, E-Commerce-Boom
H;52;52.2;52.21;Service activities incidental to land transportation;;1;1;1;1;1;2;3,8;LO;Niedrig;;Verkehrsdienstleistungen
H;52;52.2;52.22;Service activities incidental to water transportation;;1;2;2;1;1;2;5,1;MID;Pruefen;;Seeverkehrsdienstl.
H;52;52.2;52.23;Service activities incidental to air transportation;;1;2;2;1;1;2;5,1;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Luftverkehrsdienstl.
H;52;52.2;52.24;Cargo handling;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Hafen-Logistik-Engineering
H;52;52.2;52.29;Other transportation support activities;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Sonstige Transport-Support
;Abt. 53;;;;;;;;;;;;;;;
H;53;53.1;53.10;Postal activities under universal service obligation;;1;1;1;1;1;2;3,8;LO;Niedrig;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Post: oeffentlich
H;53;53.2;53.20;Other postal and courier activities;;1;2;2;2;1;2;5,6;MID;Pruefen;;Kurier: Sortier-Anlagen-Projekte
ABSCHNITT I – Accommodation and Food Service;;;;;;;;;;;;;;;;
;Abt. 55;;;;;;;;;;;;;;;
I;55;55.1;55.10;Hotels and similar accommodation;;2;3;3;2;2;2;7,9;HI;Prio 2 GUT;;Hotel: Kunden sind Gaeste, aber als Kauefe fuer Engineering: Hotelbetreiber Einmal-Buyer | Hotelbau: Innenausbau, Technik-Projekte
I;55;55.2;55.20;Holiday and other short-stay accommodation;;1;2;2;2;1;2;5,6;MID;Pruefen;;Ferienwohnungen
I;55;55.3;55.30;Camping grounds, recreational vehicle parks;;1;2;2;2;1;2;5,6;MID;Pruefen;;Campingplaetze
I;55;55.9;55.90;Other accommodation;;1;2;2;2;1;2;5,6;MID;Pruefen;;Sonstige Beherbergung
;Abt. 56;;;;;;;;;;;;;;;
I;56;56.1;56.10;Restaurants and mobile food service activities;;1;2;2;1;1;2;5,1;MID;Pruefen;;Restaurant: wenig B2B-Projekt
I;56;56.2;56.21;Event catering activities;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Event-Catering
I;56;56.2;56.29;Other food service activities;;1;2;2;1;1;2;5,1;MID;Pruefen;;Sonstige Gastro
I;56;56.3;56.30;Beverage serving activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Bars
ABSCHNITT J – Publishing, Broadcasting;;;;;;;;;;;;;;;;
;Abt. 58;;;;;;;;;;;;;;;
J;58;58.1;58.11;Book publishing;;1;1;1;1;1;2;3,8;LO;Niedrig;;Buchverlag
J;58;58.1;58.12;Publishing of directories and mailing lists;;1;1;1;1;1;2;3,8;LO;Niedrig;;Verzeichnisse
J;58;58.1;58.13;Publishing of newspapers;;1;2;2;1;1;2;5,1;MID;Pruefen;;Zeitungsverlag
J;58;58.1;58.14;Publishing of journals and periodicals;;1;1;1;1;1;2;3,8;LO;Niedrig;;Fachverlag: Entwicklung Fach-Datenbanken moeglich
J;58;58.1;58.19;Other publishing activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Sonstige Verlage
J;58;58.2;58.21;Publishing of computer games;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Spieleentwicklung: Kunden sind Publisher, gelegentlich | Games: Entwicklungsprojekte
J;58;58.2;58.29;Other software publishing;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;Software-Lohnentwicklung: Kunden teils Einzel-Projekt | Software-Entwicklung fuer Kunden: B2B-Projektgeschaeft
;Abt. 59;;;;;;;;;;;;;;;
J;59;59.1;59.11;Motion picture, video and television programme production;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Film: Projektproduktion
J;59;59.1;59.12;Motion picture, video and television programme post-production;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Post-Production: Dienstleister
J;59;59.1;59.13;Motion picture, video and television programme distribution;;1;1;1;1;1;2;3,8;LO;Niedrig;;Filmvertrieb
J;59;59.1;59.14;Motion picture projection activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Kino
J;59;59.2;59.20;Sound recording and music publishing activities;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Tonaufnahme: Studiobau
;Abt. 60;;;;;;;;;;;;;;;
J;60;60.1;60.10;Radio broadcasting;;2;1;1;1;1;2;4,7;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | Radio: Sendeanlagen
J;60;60.2;60.20;Television programming and broadcasting activities;;2;2;2;1;1;2;5,9;MID;Pruefen;WARNUNG;WARNUNG: Teils öffentlich – nur privaten Anteil betrachten | TV: Sendeanlagen
ABSCHNITT K – Telecom, IT, Consulting;;;;;;;;;;;;;;;;
;Abt. 61;;;;;;;;;;;;;;;
K;61;61.1;61.10;Wired telecommunications activities;;2;2;2;1;2;2;6,2;MID;Prio 2 GUT;;Telko: Kunden professionell, teils Industrie-Einzel-Projekt | Telko: PSL
K;61;61.2;61.20;Wireless telecommunications activities;;3;3;3;3;2;2;9,2;HI;Prio 1 TOP;;Private 5G: Kunden sind Industrie ohne Telko-Erfahrung | Private 5G: waechst
K;61;61.3;61.30;Satellite telecommunications activities;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Satellitenkommunikation
K;61;61.9;61.90;Other telecommunications activities;;2;2;2;2;1;2;6,4;MID;Prio 2 GUT;;Sonstige Telko
;Abt. 62;;;;;;;;;;;;;;;
K;62;62.0;62.01;Computer programming activities;;3;3;3;3;3;2;9,5;HI;Prio 1 TOP;;Software-Entwicklung: Kunden suchen aktiv, sehr fragmentierter Markt – aber Upwork/Freelancer exist. | KERN: Software-Integration, MES/SCADA
K;62;62.0;62.02;Computer consultancy activities;;2;2;2;2;3;2;6,9;MID;Prio 2 GUT;;IT-Beratung: Kunden gelegentlich | IT-Beratung
K;62;62.0;62.03;Computer facilities management activities;;1;2;2;2;2;2;5,8;MID;Pruefen;;IT-Betrieb: Uebergang Projekt/Betrieb
K;62;62.0;62.09;Other information technology and computer service activities;;2;2;2;2;2;2;6,7;MID;Prio 2 GUT;;IT-Services: Integrationsprojekte
;Abt. 63;;;;;;;;;;;;;;;
K;63;63.1;63.11;Data processing, hosting and related activities;;3;3;3;2;3;2;9,0;HI;Prio 1 TOP;;Datacenter: Kunden sind Unternehmen die Rechenzentrum bauen, Einmal-Projekt | Datacenter: Hyperscaler bauen massiv aus
K;63;63.1;63.12;Web portals;;1;1;1;1;1;2;3,8;LO;Niedrig;;Webportale
K;63;63.9;63.91;News agency activities;;1;1;1;1;1;2;3,8;LO;Niedrig;;Nachrichtenagenturen
K;63;63.9;63.99;Other information service activities n.e.c.;;1;2;2;1;1;2;5,1;MID;Pruefen;;Sonstige Informationsdienste
ABSCHNITT L – Financial and Insurance;;;;;;;;;;;;;;;;
